"Name","Debut","Final","Position","Height","Weight","Birthday","School","HOF","Active","G","PTS","TRB","AST","FG.","FG3.","FT.","eFG.","PER","WS","RowNumber"
"Ed Kasid",1947,1947,"['Guard']",71,185,"August 13, 1923","","False","False",8,1.5,NA,0.8,28.6,NA,0,NA,NA,0,2509
"Mario Kasun",2005,2006,"['Center']",85,260,"April 5, 1980","","False","False",73,2.7,2.6,0.2,46.7,0,63.6,46.7,10.8,0.8,2510
"Leo Katkaveck",1949,1950,"['Guard']",72,185,"April 17, 1923","['NC State']","False","False",107,4.3,NA,1.3,31.7,NA,68.5,NA,NA,1.9,2511
"Bob Kauffman",1969,1975,"['Forward', 'Center']",80,240,"July 13, 1946","['Guilford College']","False","False",525,11.5,7,2.7,47.7,NA,74.9,NA,16.8,31.5,2512
"Sasha Kaun",2016,2016,"['Center']",83,260,"May 8, 1985","['Kansas']","False","False",25,0.9,1,0.1,52.9,NA,45.5,52.9,12.5,0.2,2513
"Wilbert Kautz",1947,1947,"['Guard', 'Forward']",72,180,"September 7, 1915","['Loyola Chicago']","False","False",50,5.1,NA,0.7,25.5,NA,53.4,NA,NA,0.8,2514
"Yuki Kawamura",2025,2025,"['Guard']",68,159,"May 2, 2001","","False","True",22,1.6,0.5,0.9,36.7,30.4,77.8,48.3,11,0.2,2515
"Clarence Kea",1981,1982,"['Forward']",78,218,"February 2, 1959","['Lamar']","False","False",51,3.9,2.5,0.4,48.5,0,69.2,48.5,13.8,1,2516
"Mike Kearns",1955,1955,"['Guard']",74,178,"June 18, 1929","['Princeton']","False","False",6,0.2,0.5,0.8,0,NA,25,NA,1,-0.1,2517
"Tommy Kearns",1959,1959,"['Guard']",71,185,"October 6, 1936","['UNC']","False","False",1,2,0,0,100,NA,NA,NA,8.8,0,2518
"Adam Keefe",1993,2001,"['Forward']",81,230,"February 22, 1970","['Stanford']","False","False",617,5,4.1,0.7,50.2,7.1,71.4,50.2,12.9,24.9,2519
"Harold Keeling",1986,1986,"['Guard']",76,185,"September 18, 1963","['Santa Clara']","False","False",20,2.2,0.3,0.5,43.6,NA,71.4,43.6,16.1,0.1,2520
"Trevor Keels",2023,2023,"['Guard']",77,221,"August 26, 2003","['Duke']","False","True",3,1,0.7,0,25,25,NA,37.5,3.7,0,2521
"Bill Keller",1970,1976,"['Guard']",70,177,"August 30, 1947","['Purdue']","False","False",556,11.8,2.4,3.6,42.5,33.8,87.2,46.9,15.1,30.1,2522
"Gary Keller",1968,1969,"['Forward', 'Center']",81,220,"June 13, 1944","['Florida']","False","False",122,6,4.5,0.4,38.8,0,63.2,38.8,12.6,3.5,2523
"Ken Keller",1947,1947,"['Guard']",73,180,"August 16, 1922","[""St. John's""]","False","False",28,0.8,NA,0,33.3,NA,40,NA,NA,0.4,2524
"Kylor Kelley",2025,2025,"['Forward']",84,215,"August 26, 1997","['Oregon State']","False","True",11,3.1,3.5,0.5,63.6,NA,60,63.6,12.1,0.3,2525
"Rich Kelley",1976,1986,"['Center', 'Forward']",84,235,"March 23, 1953","['Stanford']","False","False",814,7.6,7,2.6,48.8,0,78.3,48.8,15,42.5,2526
"Clark Kellogg",1983,1987,"['Forward']",79,225,"July 2, 1961","['Ohio State']","False","False",260,18.9,9.5,2.9,49.7,33.8,75.7,50,19.3,20.9,2527
"Arvesta Kelly",1968,1972,"['Guard']",74,175,"November 20, 1945","['Lincoln University of Missouri']","False","False",188,8,2.6,1.8,44.5,25.3,63.7,46.4,9.9,5.6,2528
"Jerry Kelly",1947,1948,"['Forward']",74,172,"June 14, 1918","","False","False",46,5.7,NA,0.5,29.1,NA,66.1,NA,NA,2.4,2529
"Ryan Kelly",2014,2017,"['Forward']",83,230,"April 9, 1991","['Duke']","False","False",163,6,3.1,1.3,37.8,31.6,79.7,43.8,10.5,3,2530
"Tom Kelly",1949,1949,"['Guard']",72,170,"March 5, 1924","['NYU']","False","False",27,7.1,NA,1.4,33.5,NA,61.6,NA,NA,1.4,2531
"Greg Kelser",1980,1985,"['Forward']",79,190,"September 17, 1957","['Michigan State']","False","False",305,9.7,4.6,1.3,48.6,16.7,68.6,48.8,14.2,8.6,2532
"Ben Kelso",1974,1974,"['Guard']",75,195,"April 11, 1949","['Central Michigan University']","False","False",46,1.8,0.7,0.4,36.5,NA,68.2,NA,6.8,0,2533
"Shawn Kemp",1990,2003,"['Forward', 'Center']",82,230,"November 26, 1969","['Trinity Valley CC', ' Kentucky']","False","False",1051,14.6,8.4,1.6,48.8,27.7,74.1,49,19.1,89.5,2534
"Tim Kempton",1987,1998,"['Forward', 'Center']",82,245,"January 25, 1964","['Notre Dame']","False","False",280,4.5,2.8,1.1,48.1,0,67.7,48.1,9.8,3.3,2535
"Frank Kendrick",1975,1975,"['Forward']",78,198,"September 11, 1950","['Purdue']","False","False",24,3.3,1.5,0.3,40.3,NA,81.8,NA,20.3,0.3,2536
"Luke Kennard",2018,2025,"['Guard']",77,206,"June 24, 1996","['Duke']","False","True",460,9.8,2.8,2.3,45.7,43.8,88.1,58.6,13,23.6,2537
"D.J. Kennedy",2012,2012,"['Forward']",78,215,"November 5, 1989","[""St. John's""]","False","False",2,6,3.5,1.5,41.7,50,0,50,4.7,0,2538
"Goo Kennedy",1972,1977,"['Forward', 'Center']",77,205,"August 23, 1949","['Fort Worth Community College', ' TCU']","False","False",333,8.2,5.6,0.9,54.8,100,67,54.8,15.1,20.2,2539
"Joe Kennedy",1969,1971,"['Forward']",78,210,"January 12, 1947","['Duke']","False","False",168,5.7,3.6,0.8,37.6,0,80.4,37.6,9.3,0.2,2540
"Pickles Kennedy",1961,1961,"['Guard']",71,180,"May 17, 1938","['Temple']","False","False",7,1.7,1.1,1.3,19,NA,66.7,NA,3.8,-0.1,2541
"Larry Kenon",1974,1983,"['Forward']",81,205,"December 13, 1952","['Amarillo College', ' Memphis']","False","False",752,17.2,8.9,2.2,48.7,14.3,78.4,48.7,17,58.5,2542
"Billy Kenville",1954,1960,"['Guard', 'Forward']",74,187,"December 1, 1930","['St. Bonaventure']","False","False",345,7.1,3.5,2.1,36.3,NA,75.8,NA,13.7,13.7,2543
"Jonathan Kerner",1999,1999,"['Center']",83,245,"June 6, 1974","['Florida State', ' East Carolina University']","False","False",1,0,0,0,0,NA,NA,0,-15.2,0,2544
"Red Kerr",1955,1966,"['Center', 'Forward']",81,230,"July 17, 1932","['Illinois']","False","False",905,13.8,11.2,2.2,41.8,NA,72.3,NA,16.8,61.8,2545
"Steve Kerr",1989,2003,"['Guard']",75,175,"September 27, 1965","['Arizona']","False","False",910,6,1.2,1.8,47.9,45.4,86.4,56.4,13.1,47.2,2546
"Jack Kerris",1950,1953,"['Forward', 'Center']",78,215,"January 30, 1925","['Loyola Chicago']","False","False",271,7.6,6.3,2.5,36.3,NA,66.2,NA,14.7,17.8,2547
"Jerome Kersey",1985,2001,"['Forward']",79,215,"June 26, 1962","['Longwood University']","False","False",1153,10.3,5.5,1.9,46.5,20.1,69,46.7,14.9,69.5,2548
"Tom Kerwin",1968,1968,"['Forward']",79,210,"July 19, 1944","['Centenary (LA)']","False","False",13,1.1,1.5,0.1,31.8,NA,0,31.8,5.3,-0.1,2549
"Alec Kessler",1991,1994,"['Forward', 'Center']",83,230,"January 13, 1967","['Georgia']","False","False",210,5.2,3.6,0.4,42.6,41.7,74.4,43.1,9.6,2,2550
"Walker Kessler",2023,2025,"['Center']",84,245,"July 26, 2001","['UNC', ' Auburn']","False","True",196,9.4,9.2,1.2,68,19.6,53.7,68.5,19.9,16.6,2551
"Lari Ketner",2000,2001,"['Forward', 'Center']",81,277,"February 1, 1977","['UMass']","False","False",25,1.4,1.4,0.1,40.6,NA,66.7,40.6,6.2,0,2552
"Braxton Key",2022,2025,"['Forward']",80,230,"February 14, 1997","['Alabama', ' Virginia']","False","True",37,2.9,1.9,0.5,43.6,29.6,62.1,47.9,14,0.4,2553
"Julius Keye",1970,1975,"['Forward', 'Center']",82,200,"September 5, 1946","['South Carolina State', ' Alcorn State']","False","False",418,7.6,11,1.6,41.8,18.2,62.3,41.8,11,17.8,2554
"Randolph Keys",1989,1996,"['Forward', 'Guard']",79,195,"April 19, 1966","['Southern Miss']","False","False",241,5.2,2.3,0.8,42.5,27.2,72.1,44.1,10.3,2.3,2555
"Viktor Khryapa",2005,2008,"['Forward']",81,210,"August 3, 1982","","False","False",143,4.5,3.4,1,44.3,29.2,65.8,45.5,10.7,2,2556
"Jason Kidd",1995,2013,"['Guard']",76,205,"March 23, 1973","['California']","True","False",1391,12.6,6.3,8.7,40,34.9,78.5,46.4,17.9,138.6,2557
"Stanton Kidd",2020,2020,"['Forward']",78,215,"March 18, 1992","['South Plains College', ' NC Central', ' Colorado State']","False","False",4,0,0.8,0.3,0,0,NA,0,-13.7,-0.1,2558
"Warren Kidd",1994,1994,"['Forward']",81,235,"September 9, 1970","['Middle Tennessee']","False","False",68,3.6,3.4,0.3,59.2,NA,54.7,59.2,11.3,1.4,2559
"Michael Kidd-Gilchrist",2013,2020,"['Forward']",78,232,"September 26, 1993","['Kentucky']","False","False",446,8.4,5.4,1.2,47.4,27.2,71.5,47.8,13.4,21,2560
"Irv Kiffin",1980,1980,"['Forward']",81,225,"August 8, 1951","['Oklahoma Baptist University']","False","False",26,3.2,1.5,0.7,33.3,NA,72,33.3,3.7,-0.6,2561
"Jack Kiley",1952,1953,"['Guard']",73,170,"January 5, 1929","['Syracuse']","False","False",53,2.3,1,1.2,22.7,NA,57.1,NA,3.5,-1.8,2562
"Earnie Killum",1971,1971,"['Guard']",75,180,"June 11, 1948","['Stetson University']","False","False",4,0.3,0.5,0,0,NA,100,NA,-5.3,-0.1,2563
"Carl Kilpatrick",1980,1980,"['Center']",82,230,"May 16, 1956","['Louisiana-Monroe']","False","False",2,1.5,2,0,50,NA,50,50,22.7,0,2564
"Sean Kilpatrick",2015,2018,"['Guard']",76,210,"January 6, 1990","['Cincinnati']","False","False",157,10.3,2.7,1.5,41.3,33.5,86.2,48.7,13.2,2.6,2565
"Toby Kimball",1967,1975,"['Forward', 'Center']",78,220,"September 7, 1942","['UConn']","False","False",571,6.1,6.8,1,42.5,NA,57.3,NA,12.1,14.2,2566
"Bo Kimble",1991,1993,"['Guard']",76,190,"April 9, 1966","['USC', ' Loyola Marymount']","False","False",105,5.5,1.5,0.9,38.6,29.1,72.8,40.8,8.1,0.1,2567
"Stan Kimbrough",1990,1993,"['Guard']",71,153,"April 24, 1966","['Central Florida', ' Xavier']","False","False",13,1.6,0.5,0.5,40.9,50,100,43.2,11.2,0.1,2568
"Chad Kinch",1981,1981,"['Guard']",76,190,"May 22, 1958","['UNC Charlotte']","False","False",41,2.9,0.8,1.1,36.9,NA,77.8,36.9,7,-0.5,2569
"Albert King",1982,1992,"['Forward', 'Guard']",78,190,"December 17, 1959","['Maryland']","False","False",534,12.1,4.2,2.2,46.1,26.8,79.1,46.6,13.1,16.3,2570
"Bernard King",1978,1993,"['Forward']",79,205,"December 4, 1956","['Tennessee']","True","False",874,22.5,5.8,3.3,51.8,17.2,73,51.9,19.2,75.4,2571
"Chris King",1994,1999,"['Forward']",80,215,"July 24, 1969","['Wake Forest']","False","False",103,6.7,3,1.1,42.3,38.3,63.3,45.9,10.6,1,2572
"Dan King",1955,1955,"['Forward']",78,220,"January 7, 1931","['Western Kentucky']","False","False",12,1.6,2.1,0.3,31.8,NA,50,NA,NA,NA,2573
"Frankie King",1996,1997,"['Guard']",73,185,"June 6, 1972","['Western Carolina University']","False","False",13,2.1,1.2,0.5,35.7,33.3,75,37.5,11.4,0,2574
"George King",1952,1958,"['Guard']",72,175,"August 16, 1928","['University of Charleston']","False","False",411,10.3,3.9,4.8,38.2,NA,64.2,NA,14.2,31.4,2575
"George King",2019,2022,"['Guard', 'Forward']",78,225,"January 15, 1994","['Colorado']","False","True",5,0.2,1.2,0,0,0,50,0,-8.9,-0.1,2576
"Gerard King",1999,2001,"['Forward']",81,230,"November 25, 1972","['Nicholls State']","False","False",126,4.5,3.1,0.7,50.3,NA,74.4,50.3,12.1,3,2577
"Jim King",1964,1973,"['Guard']",74,175,"February 7, 1941","['Tulsa']","False","False",607,7.2,2.5,2.3,41.8,NA,78.2,NA,11.8,17.7,2578
"Jimmy King",1996,1997,"['Guard']",77,210,"August 9, 1973","['Michigan']","False","False",64,4.5,1.8,1.4,42.9,14.7,69.1,43.9,10,0,2579
"Louis King",2020,2023,"['Forward']",79,205,"April 6, 1999","['Oregon']","False","True",27,4.8,1.6,0.9,41.7,35.1,65,50.4,13,0.4,2580
"Loyd King",1972,1973,"['Guard']",74,180,"May 29, 1949","['Virginia Tech']","False","False",84,6,1.5,1.4,36.5,23.3,81.1,38.5,7.6,0.1,2581
"Maurice King",1960,1963,"['Guard']",74,195,"March 12, 1935","['Kansas']","False","False",38,5.9,2.8,3.8,39.8,NA,80,NA,8.5,0,2582
"Reggie King",1980,1985,"['Forward']",78,225,"February 14, 1957","['Alabama']","False","False",438,8.9,6.2,1.6,51.4,0,69.9,51.4,13.1,24.8,2583
"Rich King",1992,1995,"['Center']",86,260,"April 4, 1969","['Nebraska']","False","False",72,1.9,1,0.3,39.3,0,66.2,39.3,10.2,0.2,2584
"Ron King",1974,1974,"['Guard']",76,185,"July 11, 1951","['Florida State']","False","False",9,7.1,2.1,1.6,34.3,33.3,82.4,35.7,13.1,0.2,2585
"Stacey King",1990,1997,"['Forward', 'Center']",83,230,"January 29, 1967","['Oklahoma']","False","False",438,6.4,3.3,0.9,47.8,23.5,70.7,47.9,11.9,10.9,2586
"Tom King",1947,1947,"['Guard']",72,165,"March 9, 1924","['Michigan']","False","False",58,5.1,NA,0.6,23.7,NA,63.1,NA,NA,2.6,2587
"Bob Kinney",1949,1950,"['Center', 'Forward']",78,215,"September 16, 1920","['Rice University']","False","False",118,9.5,NA,1.5,35.3,NA,60.8,NA,NA,8.4,2588
"Tarence Kinsey",2007,2009,"['Guard']",78,185,"March 21, 1984","['South Carolina']","False","False",109,4.7,1.3,0.5,45.3,32.4,81.7,48.1,12.4,1.6,2589
"Andrei Kirilenko",2002,2015,"['Forward']",81,220,"February 18, 1981","","False","False",797,11.8,5.5,2.7,47.4,31,75.4,50.2,18.7,75.4,2590
"Alex Kirk",2015,2015,"['Center']",84,245,"November 14, 1991","['New Mexico']","False","False",5,0.8,0.2,0.2,25,NA,100,25,8.5,0,2591
"Walt Kirk",1949,1952,"['Guard', 'Forward']",75,173,"September 3, 1924","['Illinois']","False","False",118,7.7,4,2.1,30.5,NA,71.8,NA,9.8,7.7,2592
"Wilbur Kirkland",1970,1970,"['Forward']",79,190,"","['Cheyney (PA)']","False","False",2,3,5.5,0.5,42.9,NA,NA,42.9,6.6,0,2593
"Corey Kispert",2022,2025,"['Guard', 'Forward']",79,220,"March 3, 1999","['Gonzaga']","False","True",292,11.1,2.8,1.5,47.4,38.2,80.5,59.2,11.6,9.3,2594
"Jim Kissane",1969,1969,"['Forward']",79,210,"August 17, 1946","['Boston College']","False","False",2,3,1.5,0,33.3,NA,100,33.3,5.9,0,2595
"Doug Kistler",1962,1962,"['Forward']",81,210,"March 21, 1938","['Duke']","False","False",5,1.6,0.2,0,50,NA,50,NA,12.2,0,2596
"Curtis Kitchen",1987,1987,"['Forward']",81,235,"January 30, 1964","['South Florida']","False","False",6,1.5,1.5,0.2,50,0,75,50,18.5,0.1,2597
"Greg Kite",1984,1995,"['Center']",83,250,"August 5, 1961","['BYU']","False","False",680,2.5,3.8,0.5,43.8,16.7,48.6,43.8,6.5,5.6,2598
"Kerry Kittles",1997,2005,"['Guard']",77,179,"June 12, 1974","['Villanova']","False","False",507,14.1,3.9,2.6,43.9,37.8,78,49.3,16,44.8,2599
"Maxi Kleber",2018,2025,"['Forward']",82,240,"January 29, 1992","","False","True",440,6.4,4.4,1.2,44.3,35.4,77.6,55.2,11.3,20.1,2600
"Joe Kleine",1986,2000,"['Center']",83,255,"January 4, 1962","['Notre Dame', ' Arkansas']","False","False",965,4.8,4.1,0.6,45.3,27.1,79.4,45.4,10.5,19.1,2601
"Linas Kleiza",2006,2013,"['Forward']",80,245,"January 3, 1985","['Missouri']","False","False",409,8.7,3.6,0.8,43.5,33.5,76.3,50.2,12.4,13.6,2602
"Leo Klier",1949,1950,"['Forward', 'Guard']",74,170,"May 21, 1923","['Notre Dame']","False","False",113,7.1,NA,1.6,28,NA,72.8,NA,NA,2.6,2603
"Bobi Klintman",2025,2025,"['Forward']",81,225,"March 6, 2003","['Wake Forest']","False","True",8,1.9,0.9,0.9,60,40,50,70,15.9,0.2,2604
"Red Klotz",1948,1948,"['Guard']",67,150,"October 21, 1920","['Villanova']","False","False",11,1.4,NA,0.6,22.6,NA,33.3,NA,NA,-0.1,2605
"Duane Klueh",1950,1951,"['Guard']",75,175,"January 6, 1926","['Indiana State University']","False","False",113,8.2,3,1.5,36.2,NA,71.9,NA,NA,6,2606
"Lonnie Kluttz",1971,1971,"['Forward']",79,220,"September 17, 1945","['North Carolina A&T']","False","False",3,0,1.7,0,0,NA,NA,0,-8.8,-0.1,2607
"Dalton Knecht",2025,2025,"['Guard']",78,215,"April 19, 2001","['Northeastern Junior College', ' University of Northern Colorado', ' Tennessee']","False","True",78,9.1,2.8,0.8,46.1,37.6,76.2,57.6,12.7,2.7,2608
"Billy Knight",1975,1985,"['Guard', 'Forward']",78,195,"June 9, 1952","['Pitt']","False","False",821,16.9,5.3,2.3,50.7,28.4,82.7,50.9,18.2,63.9,2609
"Bob Knight",1955,1955,"['Guard', 'Forward']",74,185,"April 30, 1929","","False","False",2,3.5,0.5,4,42.9,NA,100,NA,12.2,0.1,2610
"Brandin Knight",2005,2005,"['Guard']",72,180,"December 16, 1981","['Pitt']","False","False",1,0,0,1,0,NA,NA,0,-1.2,0,2611
"Brandon Knight",2012,2022,"['Guard']",74,182,"December 2, 1991","['Kentucky']","False","False",451,14,3.1,3.9,41.1,35.2,80.7,47.6,13.7,11.6,2612
"Brevin Knight",1998,2009,"['Guard']",70,173,"November 8, 1975","['Stanford']","False","False",729,7.3,2.4,6.1,41.2,13.4,78.9,41.4,14.9,32.6,2613
"Nathan Knight",2021,2023,"['Forward', 'Center']",80,253,"September 20, 1997","['William & Mary']","False","True",108,3.7,2,0.4,47.6,26.5,73.8,50.9,15.6,2.1,2614
"Negele Knight",1991,1999,"['Guard']",73,175,"March 6, 1967","['Dayton']","False","False",276,6.2,1.3,2.8,43.6,26.3,73,44.4,11.3,4.2,2615
"Ron Knight",1971,1972,"['Forward']",79,215,"August 4, 1947","['California State University', ' Los Angeles']","False","False",101,4.7,2.8,0.8,43.3,NA,50,NA,10.8,0.2,2616
"Toby Knight",1978,1982,"['Forward']",81,210,"May 3, 1955","['Notre Dame']","False","False",283,12.9,5.1,1.2,51.9,0,74,51.9,15.1,15.7,2617
"Travis Knight",1997,2003,"['Center']",84,235,"September 13, 1974","['UConn']","False","False",371,3.4,3.1,0.6,43.8,25.9,69.6,44.4,11.4,7.9,2618
"Lee Knorek",1947,1950,"['Center']",79,215,"July 15, 1921","['Detroit Mercy']","False","False",131,6.7,NA,1.6,30.3,NA,63.7,NA,NA,9.3,2619
"Dick Knostman",1954,1954,"['Center']",78,215,"August 9, 1931","['Kansas State']","False","False",5,2.6,3.4,1.2,30,NA,63.6,NA,17.6,0.2,2620
"Rod Knowles",1969,1969,"['Forward', 'Center']",81,215,"February 27, 1946","['Davidson']","False","False",9,1,1,0,28.6,NA,33.3,28.6,-0.6,-0.1,2621
"Kevin Knox",2019,2025,"['Forward']",79,215,"August 11, 1999","['Kentucky']","False","True",320,7.3,2.8,0.7,39.3,34,72.3,47.4,9.4,0.9,2622
"Bart Kofoed",1988,1993,"['Guard']",76,210,"March 24, 1964","['Hastings College', ' University of Nebraska at Kearney']","False","False",111,1.5,0.5,1,38.7,18.8,61.4,39.7,5.8,0,2623
"Don Kojis",1964,1975,"['Forward']",77,215,"January 15, 1939","['Marquette']","False","False",814,12.2,5.6,1.4,44.6,NA,72,NA,14.9,35.8,2624
"Tyler Kolek",2025,2025,"['Guard']",73,195,"March 27, 2001","['George Mason', ' Marquette']","False","True",41,2,0.7,1.7,32.9,29.8,76.5,41.5,10.3,0.4,2625
"Christian Koloko",2023,2025,"['Center']",85,230,"June 20, 2000","['Arizona']","False","True",95,2.9,2.8,0.5,51.9,6.3,64.4,52.1,11.9,2.7,2626
"Milo Komenich",1950,1950,"['Forward', 'Center']",79,212,"June 22, 1920","['Wyoming']","False","False",64,9.9,NA,1.9,28.3,NA,58.4,NA,NA,1.4,2627
"Howard Komives",1965,1974,"['Guard']",73,185,"May 9, 1941","['Bowling Green']","False","False",742,10.2,2.4,4,38.8,NA,83,NA,10.7,5,2628
"Jon Koncak",1986,1996,"['Center', 'Forward']",84,250,"May 17, 1963","['SMU']","False","False",784,4.5,4.9,1,47,22.6,59.7,47.3,9.8,29.2,2629
"John Konchar",2020,2025,"['Guard']",77,210,"March 22, 1996","['Purdue-Fort Wayne']","False","True",307,4.2,4,1.4,46.9,36.1,72.7,56.3,12.5,13.8,2630
"Tom Kondla",1969,1969,"['Center']",80,225,"November 30, 1946","['Minnesota']","False","False",42,3.3,3,0.3,40,0,47.8,40,11.5,0,2631
"Bud Koper",1965,1965,"['Guard']",78,210,"August 9, 1942","['Oklahoma City University']","False","False",54,4.6,1.1,0.8,44,NA,83.3,NA,10.6,1,2632
"Joe Kopicki",1983,1985,"['Forward']",81,240,"June 12, 1960","['Detroit Mercy']","False","False",118,3.7,2.7,0.7,49.3,27.3,81.2,49.8,14.2,3.5,2633
"Furkan Korkmaz",2018,2024,"['Guard']",79,202,"July 24, 1997","","False","True",328,6.8,2,1.2,40.6,35.6,76.1,51.1,11.2,7.6,2634
"Frank Kornet",1990,1991,"['Forward']",81,225,"January 27, 1967","['Vanderbilt']","False","False",89,1.9,1.1,0.3,36.9,26.3,59.6,39.8,6.2,0,2635
"Luke Kornet",2018,2025,"['Center', 'Forward']",86,250,"July 15, 1995","['Vanderbilt']","False","True",353,5.2,3.5,1.1,53.6,32.1,77,58.9,16.9,19.4,2636
"Yaroslav Korolev",2006,2007,"['Forward']",81,203,"May 7, 1987","","False","False",34,1.1,0.5,0.4,28.3,25,62.5,31.5,5.6,-0.1,2637
"Kyle Korver",2004,2020,"['Guard', 'Forward']",79,212,"March 17, 1981","['Creighton']","False","False",1232,9.7,3,1.7,44.2,42.9,87.7,57.4,12.8,73.4,2638
"Tony Koski",1969,1969,"['Forward']",80,215,"June 26, 1946","['Providence']","False","False",5,1.2,1.4,0.8,28.6,NA,100,28.6,4.9,0,2639
"Len Kosmalski",1975,1976,"['Center']",84,245,"November 29, 1951","['Tennessee']","False","False",76,1.4,1.9,0.7,39.8,NA,77.8,NA,10.4,0.6,2640
"Andy Kostecka",1949,1949,"['Forward']",75,203,"February 10, 1921","['Georgetown']","False","False",21,6.4,NA,0.7,41.8,NA,61.4,NA,NA,1.7,2641
"Harold Kottman",1947,1947,"['Center']",80,220,"August 22, 1922","['Culver-Stockton College']","False","False",53,3.1,NA,0.3,31.4,NA,46.5,NA,NA,1.6,2642
"Kosta Koufos",2009,2019,"['Center']",84,245,"February 24, 1989","['Ohio State']","False","False",686,5.7,5,0.5,53.4,0,58.2,53.4,15.4,28.3,2643
"Tom Kozelko",1974,1976,"['Forward']",80,220,"July 1, 1951","['Toledo']","False","False",189,2.2,1.8,0.5,41.9,NA,74.5,NA,7.8,2.4,2644
"Ron Kozlicki",1968,1968,"['Forward']",79,215,"December 12, 1944","['Northwestern']","False","False",37,2.9,1.9,0.4,33.9,20.7,61.8,36.4,8,-0.1,2645
"Arvid Kramer",1980,1980,"['Center']",81,220,"October 2, 1956","['Augustana College (SD)']","False","False",8,2,1.5,0.4,31.8,NA,100,31.8,6.6,-0.1,2646
"Barry Kramer",1965,1970,"['Forward', 'Guard']",76,200,"November 10, 1942","['NYU']","False","False",59,3.6,1.9,0.7,33.6,0,72.8,33.6,9.3,0.1,2647
"Joel Kramer",1979,1983,"['Forward', 'Center']",79,203,"November 30, 1955","['San Diego State']","False","False",328,3.8,2.8,1,47.9,0,73.7,47.9,10.8,9.1,2648
"Steve Kramer",1968,1970,"['Guard', 'Forward']",77,200,"January 1, 1945","['BYU']","False","False",124,8.5,2.5,1.9,42.9,12.5,78,43,12.5,4.3,2649
"Dan Kraus",1949,1949,"['Guard']",72,195,"February 13, 1923","['Georgetown']","False","False",13,1.6,NA,0.5,14.3,NA,45.8,NA,NA,-0.3,2650
"Herb Krautblatt",1949,1949,"['Guard']",73,190,"November 19, 1926","['Rider University']","False","False",10,1.3,NA,0.4,22.2,NA,45.5,NA,NA,-0.1,2651
"Viacheslav Kravtsov",2013,2014,"['Center']",84,260,"August 25, 1987","","False","False",45,2.2,1.4,0.2,67.2,NA,33.3,67.2,13.6,0.4,2652
"Jim Krebs",1958,1964,"['Center', 'Forward']",80,230,"September 8, 1935","['SMU']","False","False",515,8,6.2,0.8,40.5,NA,75.5,NA,11.5,12.4,2653
"Vit Krejci",2022,2025,"['Guard']",80,195,"June 19, 2000","","False","True",138,5.6,2.4,2,46.5,39.4,76,59.4,10.3,4,2654
"Wayne Kreklow",1981,1981,"['Guard']",76,175,"January 4, 1957","['Drake University']","False","False",25,1.2,0.5,0.4,23.4,25,70,24.5,-1.9,-0.3,2655
